,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAARAAPEI-220-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAABRAAPEI-221-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAACRAAPEI-222-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAGRAAPEI-201-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAHRAAPEI-202-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAIRAAPEI-205-counts.tsv
ENSG00000151502,1636,1267,1264,1150,1584,1114
ENSG00000151503,4669,3747,3817,3461,5315,3796
ENSG00000151532,775,610,608,535,897,664
ENSG00000151552,344,259,265,273,414,270
ENSG00000151553,973,837,802,716,1189,819
ENSG00000151572,2,5,4,7,5,4
ENSG00000151575,158,104,107,87,173,120
ENSG00000151576,1396,1162,1187,1024,1509,1049
ENSG00000151577,0,0,0,0,0,0
ENSG00000151611,101,79,78,71,100,69
ENSG00000151612,131,106,104,110,179,115
ENSG00000151615,0,0,0,0,0,0
ENSG00000151617,29,24,30,26,44,30
ENSG00000151623,4,8,1,5,11,7
ENSG00000151632,111,99,98,67,156,82
ENSG00000151640,81,50,63,78,93,69
ENSG00000151650,0,0,0,0,0,0
ENSG00000151651,477,381,358,304,488,342
ENSG00000151655,13,9,8,6,14,4
ENSG00000151657,652,523,570,350,620,453
ENSG00000151665,400,324,299,261,490,323
ENSG00000151687,63,44,51,39,89,57
ENSG00000151689,49,29,35,25,50,29
ENSG00000151690,63,61,70,65,87,58
ENSG00000151692,29,24,28,22,37,20
ENSG00000151693,1554,1121,1280,1175,1695,1214
ENSG00000151694,857,702,687,657,908,642
ENSG00000151702,0,0,0,0,0,0
ENSG00000151704,0,0,0,0,0,0
ENSG00000151715,194,150,190,151,236,183
ENSG00000151718,812,754,755,631,993,736
ENSG00000151725,2152,1741,1680,1393,2358,1676
ENSG00000151726,1597,1300,1364,1112,1827,1308
ENSG00000151729,1031,793,781,769,1144,773
ENSG00000151743,104,84,81,58,129,92
ENSG00000151746,664,513,524,500,766,533
ENSG00000151748,775,562,588,540,705,612
ENSG00000151773,136,90,100,105,145,124
ENSG00000151778,0,0,0,1,0,0
ENSG00000151779,1332,1048,1060,956,1471,1020
ENSG00000151789,15,6,13,17,22,13
ENSG00000151790,2,1,1,0,0,0
ENSG00000151806,568,434,440,378,582,447
ENSG00000151812,2,4,0,3,1,0
ENSG00000151834,0,0,0,0,0,0
ENSG00000151835,1057,917,854,721,1117,741
ENSG00000151838,0,0,0,1,0,3
ENSG00000151846,0,0,1,1,0,0
ENSG00000151849,944,761,753,583,923,725
ENSG00000151876,931,678,695,597,974,656
ENSG00000151881,1265,1062,1043,938,1480,1024
ENSG00000151882,359,291,268,234,392,234
ENSG00000151883,67,36,67,53,72,58
ENSG00000151892,6997,6024,6424,5417,8617,6450
ENSG00000151893,1867,1584,1529,1360,2325,1612
ENSG00000151914,3788,3311,3318,2905,4928,3417
ENSG00000151917,101,87,69,78,112,93
ENSG00000151923,3453,2769,2764,2373,3623,2578
ENSG00000151929,5140,3957,4125,3625,4958,3491
ENSG00000151948,0,0,0,0,0,0
ENSG00000151952,0,0,0,0,0,0
ENSG00000151962,0,0,0,0,0,0
ENSG00000151967,0,0,0,0,0,1
ENSG00000152034,5,1,1,2,3,0
ENSG00000152049,1341,1149,1246,1251,2060,1554
ENSG00000152056,244,185,216,186,293,201
ENSG00000152061,604,533,507,456,706,519
ENSG00000152076,209,125,140,138,175,155
ENSG00000152078,329,277,270,230,403,270
ENSG00000152082,769,585,654,563,869,629
ENSG00000152086,3,5,2,3,10,7
ENSG00000152092,3,1,2,3,15,1
ENSG00000152093,0,0,0,0,0,0
ENSG00000152102,5025,3961,4013,3827,5723,4014
ENSG00000152104,737,618,548,558,808,649
ENSG00000152127,2404,1818,1843,1735,2504,1772
ENSG00000152128,12,5,4,0,6,3
ENSG00000152133,543,446,438,364,561,425
ENSG00000152137,3259,2623,2374,2621,4003,2818
ENSG00000152147,748,599,580,380,693,463
ENSG00000152154,1,0,0,3,4,1
ENSG00000152192,0,0,0,0,0,0
ENSG00000152193,174,141,147,112,168,126
ENSG00000152207,0,0,0,0,0,0
ENSG00000152208,1,1,0,2,2,3
ENSG00000152213,28,27,25,26,31,22
ENSG00000152214,0,0,0,0,0,0
ENSG00000152217,260,260,193,179,374,239
ENSG00000152219,664,558,484,390,702,476
ENSG00000152223,716,585,615,496,748,545
ENSG00000152229,266,198,189,178,266,170
ENSG00000152234,13878,11399,11458,10014,15640,11060
ENSG00000152240,783,711,643,603,926,628
ENSG00000152242,784,679,631,634,949,676
ENSG00000152253,1016,844,840,634,1123,846
ENSG00000152254,0,0,0,0,0,0
ENSG00000152256,719,542,548,552,962,630
ENSG00000152266,2,0,0,0,0,0
ENSG00000152270,10,8,5,13,15,15
ENSG00000152284,220,159,180,186,248,219
ENSG00000152291,7999,6582,6622,5762,8792,6357
ENSG00000152292,13,8,17,15,13,10
ENSG00000152315,36,12,12,23,23,19
ENSG00000152332,4774,3798,3926,3349,5246,3752
ENSG00000152348,342,262,292,190,366,283
ENSG00000152359,433,398,366,283,540,391
ENSG00000152377,36,37,32,30,36,18
ENSG00000152380,39,37,38,27,49,34
ENSG00000152382,637,541,557,387,619,444
ENSG00000152402,391,314,331,255,434,270
ENSG00000152404,220,186,209,179,244,185
ENSG00000152409,732,618,597,586,873,663
ENSG00000152413,855,667,728,695,1117,805
ENSG00000152422,118,103,127,85,148,106
ENSG00000152430,4,1,3,4,3,2
ENSG00000152433,25,19,12,15,32,28
ENSG00000152439,67,56,37,28,36,41
ENSG00000152443,399,342,328,281,404,286
ENSG00000152454,87,92,67,93,172,97
ENSG00000152455,1114,934,866,743,1230,913
ENSG00000152457,389,351,338,261,398,294
ENSG00000152463,3,0,3,0,2,2
ENSG00000152464,248,232,239,170,286,207
ENSG00000152465,540,447,464,366,599,468
ENSG00000152467,0,0,0,0,0,0
ENSG00000152475,135,98,109,105,137,108
ENSG00000152484,1347,1078,1139,1033,1662,1110
ENSG00000152492,885,780,798,605,1076,753
ENSG00000152495,0,0,1,2,0,0
ENSG00000152503,202,134,155,126,200,119
ENSG00000152518,4078,2924,3439,2656,3854,2812
ENSG00000152520,1391,1180,1103,981,1698,1200
ENSG00000152527,1961,1710,1650,1504,2365,1754
ENSG00000152556,2796,2149,2286,2036,3087,2230
ENSG00000152558,2584,2007,2091,1697,2940,2129
ENSG00000152578,2,0,1,0,3,2
ENSG00000152580,32,22,30,15,48,26
ENSG00000152582,93,106,94,64,133,87
ENSG00000152583,31,25,23,15,31,29
ENSG00000152591,0,1,0,2,4,0
ENSG00000152592,11,12,13,6,13,10
ENSG00000152595,0,0,0,0,0,0
ENSG00000152601,3069,2557,2538,2324,3793,2877
ENSG00000152611,0,0,0,0,0,0
ENSG00000152620,835,662,632,535,894,640
ENSG00000152642,2060,1799,1831,1597,2376,1734
ENSG00000152661,1,1,5,2,7,2
ENSG00000152669,313,235,257,205,274,218
ENSG00000152670,0,3,0,1,2,0
ENSG00000152672,14,3,6,8,14,10
ENSG00000152683,1657,1374,1287,958,1677,1134
ENSG00000152684,1006,830,897,462,886,568
ENSG00000152689,3,3,5,4,2,4
ENSG00000152700,1691,1498,1447,1134,1976,1358
ENSG00000152705,9,6,5,5,7,5
ENSG00000152749,639,511,495,394,611,417
ENSG00000152760,0,0,0,0,0,0
ENSG00000152763,14,14,9,18,22,12
ENSG00000152766,3,5,7,10,14,9
ENSG00000152767,1280,1011,1061,1005,1516,1102
ENSG00000152778,291,229,212,162,255,180
ENSG00000152779,0,0,0,0,0,0
ENSG00000152782,291,265,268,202,318,198
ENSG00000152784,0,0,0,0,0,0
ENSG00000152785,0,0,0,0,0,0
ENSG00000152795,9750,7463,7059,6868,11050,7606
ENSG00000152804,193,163,145,94,177,105
ENSG00000152818,2158,1828,1953,1726,2563,1839
ENSG00000152822,0,0,0,0,0,0
ENSG00000152894,6597,5636,5468,5151,8051,5709
ENSG00000152904,759,619,628,553,928,674
ENSG00000152910,12,8,10,5,7,12
ENSG00000152926,1149,899,945,730,1113,795
ENSG00000152932,0,0,0,0,0,0
ENSG00000152936,16,23,15,13,26,14
ENSG00000152939,925,757,701,572,875,713
ENSG00000152942,913,760,739,633,989,746
ENSG00000152944,650,551,632,490,777,570
ENSG00000152952,3933,3109,2971,2587,4369,3029
ENSG00000152953,0,0,0,0,0,0
ENSG00000152954,0,0,0,0,2,0
ENSG00000152969,3,2,6,3,1,0
ENSG00000152977,306,223,236,220,278,247
ENSG00000152990,1082,832,834,764,1203,860
ENSG00000153002,0,1,2,0,0,0
ENSG00000153006,459,378,377,336,512,367
ENSG00000153012,5,6,4,3,6,12
ENSG00000153015,563,458,470,422,683,492
ENSG00000153029,277,228,240,199,304,231
ENSG00000153037,306,255,215,174,317,225
ENSG00000153044,1272,1036,1111,813,1519,1081
ENSG00000153046,1358,1101,1099,1033,1701,1219
ENSG00000153048,1067,769,827,804,1127,884
ENSG00000153060,26,11,9,7,14,16
ENSG00000153064,6,18,7,6,16,11
ENSG00000153066,1050,845,870,772,1192,837
ENSG00000153071,1,1,1,0,2,1
ENSG00000153086,5,7,12,10,17,11
ENSG00000153093,28,22,25,24,32,12
ENSG00000153094,1449,1234,1171,1321,2143,1449
ENSG00000153107,2081,1707,1647,1607,2384,1767
ENSG00000153113,1258,1025,1045,976,1451,1108
ENSG00000153130,2063,1617,1647,1330,2354,1622
ENSG00000153132,19,9,12,10,9,13
ENSG00000153140,952,769,899,609,1151,762
ENSG00000153147,4487,3709,3563,2945,4774,3453
ENSG00000153157,1,2,4,1,4,2
ENSG00000153162,16,19,16,11,19,19
ENSG00000153165,6,4,5,5,3,4
ENSG00000153179,1615,1368,1363,1293,2062,1530
ENSG00000153187,15002,11651,11687,11147,16278,11813
ENSG00000153201,4016,3315,3191,2583,4255,2929
ENSG00000153207,2320,2000,1966,1636,2684,1849
ENSG00000153208,68,61,47,55,64,62
ENSG00000153214,1468,1163,1189,1095,1672,1251
ENSG00000153230,0,0,0,0,0,0
ENSG00000153233,0,0,0,0,0,0
ENSG00000153234,867,628,706,6774,10838,7594
ENSG00000153237,24,21,14,17,18,13
ENSG00000153246,27,22,33,18,35,32
ENSG00000153250,1027,796,793,736,1205,857
ENSG00000153253,0,1,0,0,0,0
ENSG00000153266,0,0,0,0,0,0
ENSG00000153283,7,1,5,6,10,7
ENSG00000153291,4,3,4,2,2,4
ENSG00000153292,0,0,0,0,1,0
ENSG00000153294,89,72,52,79,110,72
ENSG00000153303,0,2,1,2,1,0
ENSG00000153310,3696,3012,3121,2528,4320,3050
ENSG00000153317,1226,985,1011,929,1426,1033
ENSG00000153339,960,868,829,710,1167,830
ENSG00000153347,0,0,0,0,0,0
ENSG00000153391,376,321,279,272,421,336
ENSG00000153395,3919,2719,2943,2761,3866,2846
ENSG00000153404,15,13,6,12,21,14
ENSG00000153406,1967,1526,1503,1462,2090,1574
ENSG00000153443,1101,774,937,2031,3040,2268
ENSG00000153446,1,0,2,0,2,1
ENSG00000153485,424,325,296,296,423,327
ENSG00000153487,481,355,391,964,1473,1117
ENSG00000153495,116,103,112,88,148,90
ENSG00000153498,0,0,0,0,0,0
ENSG00000153531,465,336,376,340,479,393
ENSG00000153551,2,3,0,0,0,0
ENSG00000153558,64,44,46,40,79,55
ENSG00000153560,2746,2148,2215,1985,2904,2264
ENSG00000153561,2330,1987,2151,1756,2683,1935
ENSG00000153563,68,51,49,39,48,31
ENSG00000153574,1156,849,881,807,1243,926
ENSG00000153684,0,0,0,0,0,0
ENSG00000153707,0,1,1,0,1,0
ENSG00000153714,483,387,430,449,722,511
ENSG00000153721,379,295,316,290,492,308
ENSG00000153767,1092,832,909,648,1001,703
ENSG00000153774,1333,1088,1094,824,1482,1119
ENSG00000153779,0,0,0,0,0,0
ENSG00000153786,2250,1788,1713,1349,2136,1589
ENSG00000153789,1,1,0,1,0,1
ENSG00000153790,0,0,0,1,0,0
ENSG00000153802,0,1,1,0,1,1
ENSG00000153814,19,17,17,20,28,23
ENSG00000153815,1367,1168,1182,1247,1692,1275
ENSG00000153820,0,0,0,0,0,0
ENSG00000153822,0,0,0,0,0,0
ENSG00000153823,0,1,0,0,0,1
ENSG00000153827,4604,3700,3725,3265,4894,3502
ENSG00000153832,77,74,68,51,113,75
ENSG00000153879,1300,1032,1069,795,1239,929
ENSG00000153885,2286,1680,1773,1575,2270,1679
ENSG00000153896,55,36,56,33,52,33
ENSG00000153898,54,53,29,36,48,40
ENSG00000153902,1,2,1,3,1,4
ENSG00000153904,379,278,301,294,398,300
ENSG00000153914,2783,2028,2088,1920,3291,2203
ENSG00000153922,2318,2037,1884,1758,2789,1810
ENSG00000153930,0,0,0,0,0,0
ENSG00000153933,1078,762,825,706,1140,809
ENSG00000153936,1109,917,856,762,1250,787
ENSG00000153944,10828,8256,8044,7739,11772,8282
ENSG00000153956,0,0,0,0,0,0
ENSG00000153975,540,438,472,325,546,443
ENSG00000153976,5,4,4,2,7,8
ENSG00000153982,52,48,52,30,69,90
ENSG00000153989,2201,1767,1799,1553,2558,1803
ENSG00000153993,0,0,0,0,0,0
ENSG00000154001,2453,2128,2131,1885,3001,2148
ENSG00000154007,0,0,0,0,0,0
ENSG00000154016,0,0,0,0,1,0
ENSG00000154025,1,0,0,0,5,0
ENSG00000154027,0,0,1,0,0,0
ENSG00000154040,91,58,76,80,102,92
ENSG00000154059,907,698,629,571,901,617
ENSG00000154065,5,4,3,4,11,5
ENSG00000154079,205,166,158,141,253,153
ENSG00000154080,0,0,0,0,0,0
ENSG00000154096,0,0,0,0,0,0
ENSG00000154099,42,26,26,25,47,27
ENSG00000154102,629,472,513,465,625,519
ENSG00000154114,473,340,378,313,477,348
ENSG00000154118,154,121,121,134,158,112
ENSG00000154122,1319,975,1041,973,1536,1068
ENSG00000154124,1130,828,896,768,1138,881
ENSG00000154127,32,20,44,24,53,31
ENSG00000154133,0,1,0,0,1,0
ENSG00000154134,49,33,41,43,56,44
ENSG00000154143,3,2,0,5,0,2
ENSG00000154144,581,464,525,453,720,491
ENSG00000154146,649,453,492,452,654,510
ENSG00000154153,842,657,722,592,942,696
ENSG00000154162,2,0,1,2,5,5
ENSG00000154165,0,0,0,0,0,0
ENSG00000154174,4246,3401,3313,2730,4306,3105
ENSG00000154175,9,4,4,1,4,3
ENSG00000154188,74,72,61,56,80,75
ENSG00000154217,620,503,486,485,683,483
ENSG00000154222,1372,1193,1166,1064,1568,1195
ENSG00000154227,0,0,0,0,0,0
ENSG00000154229,518,425,430,436,547,461
ENSG00000154237,43,38,43,27,56,43
ENSG00000154240,222,176,176,197,314,221
ENSG00000154252,1,1,0,0,0,2
ENSG00000154258,0,0,0,0,0,0
ENSG00000154262,0,0,0,0,0,0
ENSG00000154263,1,2,0,1,1,1
ENSG00000154265,2958,2515,2376,2095,3360,2465
ENSG00000154269,3,1,4,1,8,6
ENSG00000154274,324,269,212,196,338,243
ENSG00000154277,22,19,16,8,19,11
ENSG00000154305,2200,1865,1777,1563,2325,1820
ENSG00000154309,134,111,111,64,124,83
ENSG00000154310,772,615,684,507,914,637
ENSG00000154319,32,24,19,26,45,20
ENSG00000154328,534,424,428,331,499,372
ENSG00000154330,113,137,113,103,135,154
ENSG00000154342,54,22,33,39,39,36
ENSG00000154358,401,287,360,308,457,320
ENSG00000154359,652,483,515,464,709,555
ENSG00000154370,845,675,719,633,909,707
ENSG00000154380,3459,2857,2888,2442,3886,2830
ENSG00000154415,0,0,0,0,0,0
ENSG00000154429,343,314,316,230,370,250
ENSG00000154438,0,0,0,0,0,0
ENSG00000154447,539,441,437,436,626,471
ENSG00000154451,0,0,0,0,2,0
ENSG00000154473,7770,6612,6696,5194,8368,6114
ENSG00000154478,0,0,0,0,0,0
ENSG00000154479,3,1,5,0,7,6
ENSG00000154485,0,0,2,1,0,0
ENSG00000154493,0,0,0,0,0,0
ENSG00000154511,464,400,410,295,480,360
ENSG00000154518,8508,6738,6698,6047,9438,6552
ENSG00000154529,6,3,3,3,5,3
ENSG00000154545,0,0,0,0,0,0
ENSG00000154548,1,0,1,0,0,0
ENSG00000154553,103,70,60,81,121,100
ENSG00000154556,0,1,0,0,0,0
ENSG00000154582,1178,947,900,850,1430,1009
ENSG00000154589,0,0,2,0,0,0
ENSG00000154611,0,0,0,0,0,0
ENSG00000154620,0,0,0,0,0,0
ENSG00000154639,27,18,38,19,38,22
ENSG00000154640,2,4,4,1,4,4
ENSG00000154642,341,284,286,245,355,239
ENSG00000154645,0,0,0,0,1,0
ENSG00000154646,1,2,0,0,1,0
ENSG00000154654,2068,1594,1730,1588,2417,1650
ENSG00000154655,0,0,0,0,0,0
ENSG00000154678,29,19,16,21,25,17
ENSG00000154710,118,106,103,108,172,106
ENSG00000154719,753,609,607,456,791,609
ENSG00000154721,14,8,5,4,8,10
ENSG00000154723,1273,1153,1014,856,1518,1080
ENSG00000154727,682,592,561,508,863,576
ENSG00000154734,141,103,93,53,106,77
ENSG00000154736,0,0,0,0,0,0
ENSG00000154743,725,616,560,514,781,510
ENSG00000154760,0,1,0,0,0,0
ENSG00000154764,0,0,0,0,1,0
ENSG00000154767,1396,1058,1158,995,1402,1078
ENSG00000154781,690,563,553,466,728,499
ENSG00000154783,28,16,14,20,39,12
ENSG00000154803,455,365,407,368,524,436
ENSG00000154813,788,649,619,500,844,579
ENSG00000154814,803,593,626,584,973,654
ENSG00000154822,1,0,1,1,0,0
ENSG00000154832,566,435,426,356,488,353
ENSG00000154839,294,220,223,200,348,245
ENSG00000154845,2615,2070,2201,1828,2809,1998
ENSG00000154856,9,3,3,4,7,7
ENSG00000154864,0,0,0,0,1,1
ENSG00000154889,738,560,536,510,814,580
ENSG00000154914,451,332,369,312,453,356
ENSG00000154917,47,35,44,38,57,39
ENSG00000154920,545,428,416,329,466,363
ENSG00000154928,3,2,1,0,3,3
ENSG00000154930,1957,1492,1670,1419,2075,1560
ENSG00000154945,1348,1031,1122,954,1484,1071
ENSG00000154957,121,111,116,83,141,91
ENSG00000154975,0,0,0,0,0,0
ENSG00000154978,2578,2226,2150,2039,2922,2122
ENSG00000154997,4,0,0,0,1,3
ENSG00000155008,800,634,630,596,959,667
ENSG00000155011,0,0,0,0,0,0
ENSG00000155016,24,18,20,20,44,18
ENSG00000155026,1,0,0,1,0,0
ENSG00000155034,856,636,702,644,892,657
ENSG00000155052,2,1,1,3,0,0
ENSG00000155066,2372,1694,2074,1701,2410,1781
ENSG00000155085,70,79,80,68,122,61
ENSG00000155087,0,0,0,0,0,0
ENSG00000155090,1263,1082,1042,1183,2276,1544
ENSG00000155093,36,14,29,27,56,24
ENSG00000155096,6491,5093,4868,4697,7061,5051
ENSG00000155097,2058,1657,1631,1581,2366,1719
ENSG00000155099,186,147,145,111,223,153
ENSG00000155100,855,660,627,585,982,667
ENSG00000155111,889,699,710,649,1033,817
ENSG00000155115,1529,1346,1197,1068,1850,1163
ENSG00000155158,245,216,195,171,303,229
ENSG00000155189,1268,1060,989,902,1315,943
ENSG00000155229,2095,1630,1701,1513,2274,1674
ENSG00000155249,0,0,0,0,0,0
ENSG00000155252,688,522,526,489,744,581
ENSG00000155254,915,743,889,701,1009,713
ENSG00000155256,1254,863,940,939,1434,1017
ENSG00000155265,317,203,232,217,331,261
ENSG00000155269,4,4,11,17,13,6
ENSG00000155275,290,196,209,173,221,192
ENSG00000155287,604,491,490,414,575,399
ENSG00000155304,1119,921,993,907,1483,1062
ENSG00000155307,0,0,0,0,0,0
ENSG00000155313,553,487,433,391,659,458
ENSG00000155324,242,231,185,251,364,245
ENSG00000155329,400,344,330,257,431,300
ENSG00000155330,406,350,374,260,396,288
ENSG00000155363,6895,5573,6110,5271,7872,5738
ENSG00000155366,6370,4933,5286,4423,6894,4913
ENSG00000155367,728,533,618,464,737,563
ENSG00000155368,4874,4007,4121,3237,5653,4206
ENSG00000155380,3205,2503,2464,2118,3422,2357
ENSG00000155393,652,530,527,454,671,461
ENSG00000155428,5,2,1,3,4,3
ENSG00000155438,1210,930,920,734,1208,844
ENSG00000155463,4574,3599,3729,3135,5081,3524
ENSG00000155465,3,4,4,8,8,7
ENSG00000155495,0,0,1,0,2,0
ENSG00000155506,9136,7382,7269,6601,9350,6765
ENSG00000155508,1276,1033,1077,866,1579,1141
ENSG00000155511,2,0,0,0,0,0
ENSG00000155530,4,2,3,1,4,3
ENSG00000155542,228,219,199,153,266,169
ENSG00000155545,985,846,805,594,1014,675
ENSG00000155561,7444,5923,6177,5121,8192,5704
ENSG00000155592,220,193,198,207,336,239
ENSG00000155621,270,211,189,165,250,181
ENSG00000155622,0,0,0,0,1,1
ENSG00000155629,18,5,17,13,17,17
ENSG00000155636,472,384,359,313,464,309
ENSG00000155657,248,200,182,172,265,191
ENSG00000155659,0,0,0,0,0,0
ENSG00000155660,15279,12530,13524,11182,17706,13042
ENSG00000155666,288,230,277,202,307,251
ENSG00000155714,0,1,2,0,2,4
ENSG00000155719,0,0,0,0,1,0
ENSG00000155729,426,327,280,221,352,247
ENSG00000155744,682,554,524,443,725,502
ENSG00000155749,16,10,8,9,22,8
ENSG00000155754,6,4,1,2,8,2
ENSG00000155755,1026,916,845,769,1180,887
ENSG00000155760,1536,1183,1360,1148,1549,1221
ENSG00000155761,9,7,13,6,6,9
ENSG00000155792,445,343,347,302,452,318
ENSG00000155816,1,0,3,2,8,2
ENSG00000155827,1568,1321,1277,1174,1732,1135
ENSG00000155833,0,0,0,0,0,0
ENSG00000155846,401,335,280,329,454,379
ENSG00000155849,13,15,10,6,11,15
ENSG00000155850,3711,2958,2643,4089,6227,3949
ENSG00000155858,295,271,224,171,273,159
ENSG00000155868,338,280,307,192,309,275
ENSG00000155875,0,3,0,1,0,0
ENSG00000155876,1343,1104,1206,932,1495,1043
ENSG00000155886,1,1,0,1,0,1
ENSG00000155890,1,0,0,0,2,0
ENSG00000155893,188,161,166,137,230,160
ENSG00000155897,0,0,0,0,0,0
ENSG00000155903,733,620,583,538,982,733
ENSG00000155906,3114,2667,2697,2071,3529,2615
ENSG00000155918,0,1,0,2,2,1
ENSG00000155926,0,0,0,0,0,1
ENSG00000155957,124,118,102,93,152,135
ENSG00000155959,3276,2806,2616,2203,3735,2756
ENSG00000155961,420,342,365,263,455,310
ENSG00000155962,63,55,52,46,93,60
ENSG00000155966,1,0,0,0,0,0
ENSG00000155970,0,0,0,0,0,0
ENSG00000155974,86,80,71,76,91,64
ENSG00000155975,922,707,767,674,1082,735
ENSG00000155980,6,2,4,1,8,4
ENSG00000156006,0,0,1,0,0,0
ENSG00000156009,4,5,10,3,4,3
ENSG00000156011,873,826,763,673,1172,860
ENSG00000156017,842,704,630,613,966,659
ENSG00000156026,783,591,638,514,863,588
ENSG00000156030,2573,2051,1978,2582,3950,2880
ENSG00000156042,21,18,14,8,18,9
ENSG00000156049,42,43,43,33,40,37
ENSG00000156050,89,46,52,48,73,50
ENSG00000156052,2605,2091,2234,1990,3265,2272
ENSG00000156076,0,0,0,0,0,0
ENSG00000156096,0,0,0,0,0,0
ENSG00000156097,36,22,24,15,25,19
ENSG00000156103,3386,2701,2765,2844,4243,3059
ENSG00000156110,2436,1973,1895,1642,2875,1953
ENSG00000156113,416,330,368,313,500,358
ENSG00000156127,333,223,253,149,290,225
ENSG00000156136,1114,925,880,778,1281,852
ENSG00000156140,0,0,1,1,0,0
ENSG00000156150,1,2,5,1,7,1
ENSG00000156162,1497,1211,1134,1027,1648,1072
ENSG00000156170,727,586,577,498,749,533
ENSG00000156171,955,797,838,612,1006,784
ENSG00000156172,162,134,114,100,173,117
ENSG00000156194,1,0,0,1,1,0
ENSG00000156206,7,3,2,7,3,3
ENSG00000156218,48,39,44,45,61,55
ENSG00000156219,0,0,0,0,1,1
ENSG00000156222,1,0,0,0,1,0
ENSG00000156232,504,313,398,312,473,397
ENSG00000156234,0,0,0,0,0,0
ENSG00000156239,172,123,93,92,188,131
ENSG00000156253,782,626,671,520,851,531
ENSG00000156256,973,795,707,724,1262,889
ENSG00000156261,7101,5609,5514,4745,7582,5400
ENSG00000156265,0,0,4,2,3,3
ENSG00000156269,0,0,0,0,0,0
ENSG00000156273,371,309,262,337,446,358
ENSG00000156282,0,0,0,0,0,0
ENSG00000156284,0,0,0,0,0,0
ENSG00000156298,0,0,0,0,0,0
ENSG00000156299,778,573,629,571,798,584
ENSG00000156304,1082,884,889,770,1166,866
ENSG00000156313,123,89,102,84,189,108
ENSG00000156345,285,218,251,215,280,218
ENSG00000156374,516,370,350,328,511,315
ENSG00000156381,904,523,719,678,839,678
ENSG00000156384,324,224,257,195,251,183
ENSG00000156395,0,0,0,0,0,0
ENSG00000156398,913,690,629,661,905,609
ENSG00000156411,3023,2607,2465,2113,3494,2478
ENSG00000156413,0,0,0,0,0,0
ENSG00000156414,0,0,1,0,0,0
ENSG00000156427,7,4,4,9,10,7
ENSG00000156453,1452,1145,1242,990,1434,1147
ENSG00000156463,1,4,0,0,0,0
ENSG00000156466,0,0,0,0,0,1
ENSG00000156467,2598,2057,1918,1572,2721,1900
ENSG00000156469,651,586,576,457,721,454
ENSG00000156471,2623,1925,1955,1920,2672,1868
ENSG00000156475,0,2,0,0,0,1
ENSG00000156482,12837,10959,10188,9196,14381,10492
ENSG00000156486,19,17,15,13,16,7
ENSG00000156500,184,182,177,146,278,195
ENSG00000156502,884,715,723,590,965,671
ENSG00000156504,4231,3735,3678,2912,4720,3646
ENSG00000156508,222109,177199,176670,163708,251838,178265
ENSG00000156509,53,43,42,29,47,42
ENSG00000156510,1,0,0,1,1,1
ENSG00000156515,7147,5611,5802,5397,7819,5750
ENSG00000156521,1807,1239,1468,1199,1739,1338
ENSG00000156531,1945,1595,1691,1225,2236,1567
ENSG00000156535,462,370,358,329,539,349
ENSG00000156564,4,8,5,3,4,3
ENSG00000156574,5,2,3,1,2,3
ENSG00000156575,0,0,0,0,0,0
ENSG00000156587,838,747,764,576,1002,743
ENSG00000156599,2462,1873,1968,1752,2620,1821
ENSG00000156603,212,199,203,191,275,221
ENSG00000156639,2056,1545,1776,1488,2271,1655
ENSG00000156642,1739,1557,1483,1312,2078,1461
ENSG00000156650,1560,1320,1238,1123,1849,1320
ENSG00000156671,631,494,502,481,792,656
ENSG00000156675,839,694,685,608,942,667
ENSG00000156687,0,0,0,0,0,0
ENSG00000156689,0,0,0,1,1,0
ENSG00000156697,1733,1413,1276,1228,1703,1184
ENSG00000156709,3926,3165,3170,2972,4383,3153
ENSG00000156711,731,589,653,538,753,616
ENSG00000156735,523,412,409,289,487,336
ENSG00000156738,0,0,0,0,0,0
ENSG00000156787,899,859,880,658,1108,780
ENSG00000156795,506,408,422,421,606,449
ENSG00000156802,14178,10513,10474,9933,15714,10531
ENSG00000156804,74,37,23,44,51,38
ENSG00000156831,1137,890,855,748,1285,887
ENSG00000156853,645,490,482,422,606,400
ENSG00000156858,1521,1155,1366,1024,1582,1234
ENSG00000156860,2988,2304,2768,2603,3716,2910
ENSG00000156869,67,44,46,35,78,66
ENSG00000156873,1861,1480,1539,1335,2006,1464
ENSG00000156875,1287,1021,1048,978,1525,1087
ENSG00000156876,424,379,345,281,493,347
ENSG00000156885,0,0,0,0,0,0
ENSG00000156886,1,0,2,2,0,0
ENSG00000156920,0,1,0,0,0,1
ENSG00000156925,7,7,9,1,7,5
ENSG00000156928,650,519,571,434,683,440
ENSG00000156931,932,722,788,643,1022,749
ENSG00000156958,361,323,342,289,477,316
