,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAARAAPEI-220-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAABRAAPEI-221-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAACRAAPEI-222-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAADRAAPEI-223-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAERAAPEI-225-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAFRAAPEI-227-counts.tsv
ENSG00000149923,6044,4625,4934,4609,5547,4796
ENSG00000149925,61571,48183,53175,52416,61332,55686
ENSG00000149926,68,61,65,57,86,59
ENSG00000149927,814,570,715,646,779,674
ENSG00000149929,554,494,494,451,613,487
ENSG00000149930,5300,3984,4423,3858,4549,3669
ENSG00000149932,973,841,907,761,979,927
ENSG00000149948,0,0,0,1,0,1
ENSG00000149968,0,0,0,0,0,0
ENSG00000149970,0,0,0,0,0,0
ENSG00000149972,2,3,2,2,1,1
ENSG00000150045,0,0,0,0,0,0
ENSG00000150048,1,0,0,0,0,0
ENSG00000150051,104,76,84,81,86,80
ENSG00000150054,697,555,550,531,651,588
ENSG00000150093,9189,7419,7671,7559,9014,8143
ENSG00000150201,0,0,0,0,0,0
ENSG00000150244,0,0,0,0,0,0
ENSG00000150261,0,0,0,0,0,0
ENSG00000150269,0,0,0,0,0,0
ENSG00000150275,0,0,0,0,0,0
ENSG00000150281,2,0,1,0,0,0
ENSG00000150316,849,669,655,647,796,691
ENSG00000150337,15,5,16,5,10,9
ENSG00000150347,470,417,406,349,473,415
ENSG00000150361,0,0,0,0,0,0
ENSG00000150394,12,12,7,22,10,15
ENSG00000150401,432,355,362,370,454,358
ENSG00000150403,923,721,794,706,860,857
ENSG00000150433,530,430,468,446,534,470
ENSG00000150455,205,172,144,187,189,174
ENSG00000150456,484,411,441,380,482,409
ENSG00000150457,544,382,482,395,477,470
ENSG00000150459,3881,3176,3251,3178,3779,3206
ENSG00000150471,1,1,0,2,0,3
ENSG00000150477,460,371,322,361,489,431
ENSG00000150510,13,4,6,8,14,5
ENSG00000150526,0,0,0,0,0,0
ENSG00000150527,47,41,56,53,56,56
ENSG00000150540,159,110,108,130,135,141
ENSG00000150551,62,43,46,52,59,36
ENSG00000150556,798,656,683,661,761,607
ENSG00000150593,2280,2004,2162,2002,2201,2188
ENSG00000150594,16,11,9,8,9,4
ENSG00000150625,0,0,1,0,0,0
ENSG00000150627,142,126,93,117,150,134
ENSG00000150628,0,0,0,0,0,0
ENSG00000150630,32,20,26,21,26,18
ENSG00000150636,2,1,1,0,1,1
ENSG00000150637,0,2,3,1,1,2
ENSG00000150656,2,1,0,1,3,2
ENSG00000150667,11,11,11,11,9,11
ENSG00000150672,14,10,15,13,17,11
ENSG00000150676,29,29,26,29,44,35
ENSG00000150681,0,0,0,0,0,0
ENSG00000150687,1481,1326,1259,1270,1420,1237
ENSG00000150712,1644,1417,1433,1318,1567,1330
ENSG00000150722,0,0,1,0,0,0
ENSG00000150750,0,0,0,0,0,0
ENSG00000150753,15751,12761,12643,12805,15446,12919
ENSG00000150756,706,503,622,606,633,538
ENSG00000150760,855,639,690,684,777,703
ENSG00000150764,45,22,42,23,40,51
ENSG00000150768,1689,1284,1326,1345,1488,1425
ENSG00000150773,25,11,7,22,18,13
ENSG00000150776,640,472,503,361,400,424
ENSG00000150779,715,533,555,623,639,492
ENSG00000150782,28,32,27,28,28,18
ENSG00000150783,3,0,2,0,0,0
ENSG00000150787,471,384,377,400,463,378
ENSG00000150867,1024,842,831,856,979,947
ENSG00000150873,21,17,13,16,12,19
ENSG00000150893,1211,956,1032,973,1197,1085
ENSG00000150907,158,132,122,108,124,135
ENSG00000150938,1229,975,1075,1006,1125,1097
ENSG00000150961,3830,3166,3327,3314,3963,3540
ENSG00000150967,1112,929,974,964,1065,964
ENSG00000150977,352,257,282,267,310,288
ENSG00000150990,1413,1076,1093,1209,1321,1127
ENSG00000150991,22562,17712,15278,20971,25283,18754
ENSG00000150995,1641,1374,1372,1342,1586,1546
ENSG00000151005,0,0,0,0,0,0
ENSG00000151006,223,212,183,191,206,188
ENSG00000151012,359,400,360,301,503,480
ENSG00000151014,461,359,359,371,409,371
ENSG00000151023,4,4,5,8,7,3
ENSG00000151025,4,2,7,4,6,5
ENSG00000151033,8,10,11,3,5,6
ENSG00000151062,46,21,24,23,33,33
ENSG00000151065,310,226,248,240,252,238
ENSG00000151067,9,5,10,14,6,8
ENSG00000151079,0,0,0,0,0,0
ENSG00000151090,517,429,429,504,496,461
ENSG00000151092,842,691,683,643,750,733
ENSG00000151093,332,253,238,234,289,215
ENSG00000151116,1226,1042,996,1006,1232,1090
ENSG00000151117,222,163,174,174,214,169
ENSG00000151131,311,281,296,256,284,236
ENSG00000151135,1552,1329,1345,1160,1393,1429
ENSG00000151136,29,35,26,28,24,33
ENSG00000151148,1305,1121,1098,1121,1311,1173
ENSG00000151150,1205,1048,1039,1041,1153,1064
ENSG00000151151,452,343,351,340,369,365
ENSG00000151164,28,15,14,16,22,17
ENSG00000151176,1789,1370,1513,1464,1689,1532
ENSG00000151208,4416,3416,3667,3559,4200,3615
ENSG00000151224,5,3,2,1,3,0
ENSG00000151229,32,14,22,47,31,44
ENSG00000151233,1948,1510,1422,1555,1719,1556
ENSG00000151239,5039,4107,3999,4107,4763,4162
ENSG00000151240,1255,1087,1151,1028,1171,1058
ENSG00000151247,3242,2640,2485,2707,3002,2646
ENSG00000151276,786,606,671,624,706,679
ENSG00000151287,472,375,410,410,395,344
ENSG00000151292,1040,827,766,773,938,904
ENSG00000151304,303,243,229,240,303,231
ENSG00000151320,14,6,6,8,7,5
ENSG00000151322,7,7,4,5,5,6
ENSG00000151327,2101,1746,1800,1765,2178,1912
ENSG00000151332,607,465,479,502,534,487
ENSG00000151338,253,209,191,254,264,259
ENSG00000151348,2083,1729,1714,1704,2026,1789
ENSG00000151353,1571,1207,1158,1217,1467,1251
ENSG00000151360,0,0,0,0,0,0
ENSG00000151364,1,0,0,0,0,0
ENSG00000151365,62,45,56,48,47,49
ENSG00000151366,402,341,381,354,418,335
ENSG00000151376,3,2,1,1,2,0
ENSG00000151379,0,0,0,0,0,0
ENSG00000151388,7,1,3,5,4,4
ENSG00000151413,409,347,345,356,426,395
ENSG00000151414,2398,1901,1955,1943,2244,2235
ENSG00000151418,0,0,0,0,0,0
ENSG00000151422,398,339,327,333,441,323
ENSG00000151445,786,559,600,587,702,627
ENSG00000151458,2837,2236,2230,2198,2520,2361
ENSG00000151461,2404,1910,1821,1806,2279,1934
ENSG00000151465,2656,2139,2048,2057,2378,2007
ENSG00000151466,356,259,286,284,302,322
ENSG00000151468,6,8,6,1,3,3
ENSG00000151470,204,142,152,169,201,172
ENSG00000151474,1159,981,988,896,1062,1053
ENSG00000151475,0,0,0,0,0,0
ENSG00000151490,13,6,10,8,6,11
ENSG00000151491,3221,2722,2641,2619,3069,2658
ENSG00000151498,1219,951,989,951,1114,947
ENSG00000151500,630,464,461,458,488,418
ENSG00000151502,1636,1267,1264,1247,1555,1182
ENSG00000151503,4669,3747,3817,3775,4559,3971
ENSG00000151532,775,610,608,647,717,612
ENSG00000151552,344,259,265,307,321,267
ENSG00000151553,973,837,802,850,945,879
ENSG00000151572,2,5,4,3,7,2
ENSG00000151575,158,104,107,109,133,116
ENSG00000151576,1396,1162,1187,1183,1393,1242
ENSG00000151577,0,0,0,0,0,0
ENSG00000151611,101,79,78,85,95,74
ENSG00000151612,131,106,104,101,115,138
ENSG00000151615,0,0,0,0,0,0
ENSG00000151617,29,24,30,24,33,23
ENSG00000151623,4,8,1,6,1,9
ENSG00000151632,111,99,98,105,105,83
ENSG00000151640,81,50,63,77,89,48
ENSG00000151650,0,0,0,0,0,0
ENSG00000151651,477,381,358,356,394,309
ENSG00000151655,13,9,8,9,8,7
ENSG00000151657,652,523,570,553,597,517
ENSG00000151665,400,324,299,306,361,318
ENSG00000151687,63,44,51,63,59,57
ENSG00000151689,49,29,35,37,32,43
ENSG00000151690,63,61,70,48,70,75
ENSG00000151692,29,24,28,20,33,28
ENSG00000151693,1554,1121,1280,1273,1415,1283
ENSG00000151694,857,702,687,649,792,809
ENSG00000151702,0,0,0,0,2,0
ENSG00000151704,0,0,0,0,0,0
ENSG00000151715,194,150,190,155,205,164
ENSG00000151718,812,754,755,693,880,781
ENSG00000151725,2152,1741,1680,1749,2060,1651
ENSG00000151726,1597,1300,1364,1304,1535,1423
ENSG00000151729,1031,793,781,846,991,868
ENSG00000151743,104,84,81,91,112,100
ENSG00000151746,664,513,524,486,626,550
ENSG00000151748,775,562,588,571,634,612
ENSG00000151773,136,90,100,127,152,121
ENSG00000151778,0,0,0,1,0,1
ENSG00000151779,1332,1048,1060,1074,1177,1160
ENSG00000151789,15,6,13,12,19,16
ENSG00000151790,2,1,1,0,1,1
ENSG00000151806,568,434,440,479,562,473
ENSG00000151812,2,4,0,1,0,2
ENSG00000151834,0,0,0,0,0,0
ENSG00000151835,1057,917,854,837,977,879
ENSG00000151838,0,0,0,2,2,2
ENSG00000151846,0,0,1,0,0,0
ENSG00000151849,944,761,753,706,840,735
ENSG00000151876,931,678,695,697,816,676
ENSG00000151881,1265,1062,1043,1106,1270,1099
ENSG00000151882,359,291,268,280,303,311
ENSG00000151883,67,36,67,57,60,46
ENSG00000151892,6997,6024,6424,5835,6954,6678
ENSG00000151893,1867,1584,1529,1614,1770,1812
ENSG00000151914,3788,3311,3318,3113,3806,3620
ENSG00000151917,101,87,69,87,86,96
ENSG00000151923,3453,2769,2764,2788,3239,2695
ENSG00000151929,5140,3957,4125,3971,4641,3786
ENSG00000151948,0,0,0,0,0,0
ENSG00000151952,0,0,0,0,0,0
ENSG00000151962,0,0,0,0,0,0
ENSG00000151967,0,0,0,0,1,0
ENSG00000152034,5,1,1,1,6,3
ENSG00000152049,1341,1149,1246,1391,1708,1730
ENSG00000152056,244,185,216,237,236,209
ENSG00000152061,604,533,507,544,606,577
ENSG00000152076,209,125,140,176,182,156
ENSG00000152078,329,277,270,286,327,270
ENSG00000152082,769,585,654,597,745,632
ENSG00000152086,3,5,2,3,9,2
ENSG00000152092,3,1,2,3,3,2
ENSG00000152093,0,0,0,0,0,0
ENSG00000152102,5025,3961,4013,4103,4879,4169
ENSG00000152104,737,618,548,614,662,587
ENSG00000152127,2404,1818,1843,1992,2196,1833
ENSG00000152128,12,5,4,1,6,7
ENSG00000152133,543,446,438,421,504,472
ENSG00000152137,3259,2623,2374,2722,3228,2544
ENSG00000152147,748,599,580,504,633,558
ENSG00000152154,1,0,0,1,1,0
ENSG00000152192,0,0,0,0,0,0
ENSG00000152193,174,141,147,152,165,151
ENSG00000152207,0,0,0,0,0,0
ENSG00000152208,1,1,0,0,2,0
ENSG00000152213,28,27,25,31,45,36
ENSG00000152214,0,0,0,0,0,0
ENSG00000152217,260,260,193,207,229,218
ENSG00000152219,664,558,484,500,586,528
ENSG00000152223,716,585,615,587,616,651
ENSG00000152229,266,198,189,208,216,167
ENSG00000152234,13878,11399,11458,11559,13563,11612
ENSG00000152240,783,711,643,701,813,640
ENSG00000152242,784,679,631,627,760,729
ENSG00000152253,1016,844,840,799,982,841
ENSG00000152254,0,0,0,0,0,0
ENSG00000152256,719,542,548,594,680,567
ENSG00000152266,2,0,0,0,0,0
ENSG00000152270,10,8,5,6,10,11
ENSG00000152284,220,159,180,162,188,167
ENSG00000152291,7999,6582,6622,6631,7760,6959
ENSG00000152292,13,8,17,13,12,12
ENSG00000152315,36,12,12,23,21,21
ENSG00000152332,4774,3798,3926,4040,4330,4248
ENSG00000152348,342,262,292,309,332,291
ENSG00000152359,433,398,366,336,463,424
ENSG00000152377,36,37,32,26,31,25
ENSG00000152380,39,37,38,38,50,40
ENSG00000152382,637,541,557,510,590,554
ENSG00000152402,391,314,331,294,388,352
ENSG00000152404,220,186,209,216,201,210
ENSG00000152409,732,618,597,656,719,664
ENSG00000152413,855,667,728,798,875,865
ENSG00000152422,118,103,127,109,139,123
ENSG00000152430,4,1,3,3,6,5
ENSG00000152433,25,19,12,16,6,15
ENSG00000152439,67,56,37,48,39,41
ENSG00000152443,399,342,328,337,360,375
ENSG00000152454,87,92,67,93,90,90
ENSG00000152455,1114,934,866,843,960,911
ENSG00000152457,389,351,338,303,346,298
ENSG00000152463,3,0,3,1,2,2
ENSG00000152464,248,232,239,186,255,197
ENSG00000152465,540,447,464,443,492,487
ENSG00000152467,0,0,0,0,0,0
ENSG00000152475,135,98,109,100,105,119
ENSG00000152484,1347,1078,1139,1176,1343,1270
ENSG00000152492,885,780,798,733,925,777
ENSG00000152495,0,0,1,0,0,0
ENSG00000152503,202,134,155,160,198,177
ENSG00000152518,4078,2924,3439,2859,3189,3105
ENSG00000152520,1391,1180,1103,1147,1343,1282
ENSG00000152527,1961,1710,1650,1636,1894,1735
ENSG00000152556,2796,2149,2286,2281,2741,2280
ENSG00000152558,2584,2007,2091,1966,2249,2276
ENSG00000152578,2,0,1,1,1,0
ENSG00000152580,32,22,30,39,28,37
ENSG00000152582,93,106,94,80,113,102
ENSG00000152583,31,25,23,20,25,20
ENSG00000152591,0,1,0,0,2,1
ENSG00000152592,11,12,13,7,11,18
ENSG00000152595,0,0,0,0,0,0
ENSG00000152601,3069,2557,2538,2642,3143,2790
ENSG00000152611,0,0,0,0,0,0
ENSG00000152620,835,662,632,688,725,677
ENSG00000152642,2060,1799,1831,1842,2169,1926
ENSG00000152661,1,1,5,5,8,3
ENSG00000152669,313,235,257,239,279,244
ENSG00000152670,0,3,0,0,0,1
ENSG00000152672,14,3,6,4,9,5
ENSG00000152683,1657,1374,1287,1229,1458,1254
ENSG00000152684,1006,830,897,622,742,699
ENSG00000152689,3,3,5,4,4,1
ENSG00000152700,1691,1498,1447,1364,1507,1458
ENSG00000152705,9,6,5,7,3,7
ENSG00000152749,639,511,495,500,578,492
ENSG00000152760,0,0,0,0,0,0
ENSG00000152763,14,14,9,12,23,6
ENSG00000152766,3,5,7,7,10,4
ENSG00000152767,1280,1011,1061,998,1221,1116
ENSG00000152778,291,229,212,223,282,205
ENSG00000152779,0,0,0,0,0,0
ENSG00000152782,291,265,268,258,272,218
ENSG00000152784,0,0,0,0,0,0
ENSG00000152785,0,0,0,0,0,0
ENSG00000152795,9750,7463,7059,8129,9159,7614
ENSG00000152804,193,163,145,160,163,127
ENSG00000152818,2158,1828,1953,1778,2103,1907
ENSG00000152822,0,0,0,0,0,0
ENSG00000152894,6597,5636,5468,5729,6610,5854
ENSG00000152904,759,619,628,649,807,731
ENSG00000152910,12,8,10,9,12,9
ENSG00000152926,1149,899,945,846,1051,964
ENSG00000152932,0,0,0,0,0,0
ENSG00000152936,16,23,15,16,14,12
ENSG00000152939,925,757,701,748,787,677
ENSG00000152942,913,760,739,706,894,821
ENSG00000152944,650,551,632,543,584,605
ENSG00000152952,3933,3109,2971,3070,3636,3251
ENSG00000152953,0,0,0,0,0,0
ENSG00000152954,0,0,0,0,0,0
ENSG00000152969,3,2,6,3,4,3
ENSG00000152977,306,223,236,190,271,230
ENSG00000152990,1082,832,834,1007,1049,921
ENSG00000153002,0,1,2,0,0,0
ENSG00000153006,459,378,377,399,450,399
ENSG00000153012,5,6,4,10,8,5
ENSG00000153015,563,458,470,463,569,512
ENSG00000153029,277,228,240,189,238,257
ENSG00000153037,306,255,215,264,261,189
ENSG00000153044,1272,1036,1111,1053,1252,1189
ENSG00000153046,1358,1101,1099,1154,1261,1186
ENSG00000153048,1067,769,827,832,1005,852
ENSG00000153060,26,11,9,15,19,22
ENSG00000153064,6,18,7,15,6,9
ENSG00000153066,1050,845,870,915,1030,882
ENSG00000153071,1,1,1,1,2,2
ENSG00000153086,5,7,12,4,7,19
ENSG00000153093,28,22,25,20,26,29
ENSG00000153094,1449,1234,1171,1287,1398,1369
ENSG00000153107,2081,1707,1647,1800,2204,1785
ENSG00000153113,1258,1025,1045,1031,1277,1110
ENSG00000153130,2063,1617,1647,1652,1838,1687
ENSG00000153132,19,9,12,9,15,12
ENSG00000153140,952,769,899,772,851,899
ENSG00000153147,4487,3709,3563,3578,4166,3819
ENSG00000153157,1,2,4,5,3,3
ENSG00000153162,16,19,16,15,18,14
ENSG00000153165,6,4,5,5,4,8
ENSG00000153179,1615,1368,1363,1352,1611,1609
ENSG00000153187,15002,11651,11687,11983,14019,11994
ENSG00000153201,4016,3315,3191,3126,3498,3166
ENSG00000153207,2320,2000,1966,1980,2266,2024
ENSG00000153208,68,61,47,49,53,43
ENSG00000153214,1468,1163,1189,1193,1434,1251
ENSG00000153230,0,0,0,0,0,0
ENSG00000153233,0,0,0,0,0,0
ENSG00000153234,867,628,706,4539,5714,4299
ENSG00000153237,24,21,14,21,30,13
ENSG00000153246,27,22,33,22,30,34
ENSG00000153250,1027,796,793,894,994,926
ENSG00000153253,0,1,0,0,0,0
ENSG00000153266,0,0,0,0,0,0
ENSG00000153283,7,1,5,6,10,8
ENSG00000153291,4,3,4,5,3,4
ENSG00000153292,0,0,0,0,1,2
ENSG00000153294,89,72,52,78,94,74
ENSG00000153303,0,2,1,1,1,0
ENSG00000153310,3696,3012,3121,2986,3375,3220
ENSG00000153317,1226,985,1011,1149,1165,986
ENSG00000153339,960,868,829,810,986,929
ENSG00000153347,0,0,0,0,0,1
ENSG00000153391,376,321,279,335,396,329
ENSG00000153395,3919,2719,2943,3023,3329,2985
ENSG00000153404,15,13,6,6,5,14
ENSG00000153406,1967,1526,1503,1645,1759,1632
ENSG00000153443,1101,774,937,1394,1581,1379
ENSG00000153446,1,0,2,0,1,2
ENSG00000153485,424,325,296,320,361,346
ENSG00000153487,481,355,391,725,834,628
ENSG00000153495,116,103,112,87,123,123
ENSG00000153498,0,0,0,0,0,0
ENSG00000153531,465,336,376,349,445,392
ENSG00000153551,2,3,0,3,2,3
ENSG00000153558,64,44,46,45,62,60
ENSG00000153560,2746,2148,2215,2261,2594,2323
ENSG00000153561,2330,1987,2151,1942,2346,2177
ENSG00000153563,68,51,49,45,51,44
ENSG00000153574,1156,849,881,870,1127,904
ENSG00000153684,0,0,0,0,0,0
ENSG00000153707,0,1,1,1,0,0
ENSG00000153714,483,387,430,409,465,462
ENSG00000153721,379,295,316,351,373,311
ENSG00000153767,1092,832,909,925,1108,932
ENSG00000153774,1333,1088,1094,992,1218,1091
ENSG00000153779,0,0,0,0,0,0
ENSG00000153786,2250,1788,1713,1652,1949,1838
ENSG00000153789,1,1,0,0,0,0
ENSG00000153790,0,0,0,0,2,0
ENSG00000153802,0,1,1,1,0,0
ENSG00000153814,19,17,17,18,22,27
ENSG00000153815,1367,1168,1182,1183,1366,1158
ENSG00000153820,0,0,0,0,0,0
ENSG00000153822,0,0,0,0,0,0
ENSG00000153823,0,1,0,2,1,0
ENSG00000153827,4604,3700,3725,3699,4384,3867
ENSG00000153832,77,74,68,60,66,51
ENSG00000153879,1300,1032,1069,1011,1094,1008
ENSG00000153885,2286,1680,1773,1838,2108,1687
ENSG00000153896,55,36,56,39,44,54
ENSG00000153898,54,53,29,35,55,44
ENSG00000153902,1,2,1,0,1,5
ENSG00000153904,379,278,301,331,326,287
ENSG00000153914,2783,2028,2088,2213,2556,2371
ENSG00000153922,2318,2037,1884,2025,2176,1899
ENSG00000153930,0,0,0,0,1,0
ENSG00000153933,1078,762,825,884,1015,873
ENSG00000153936,1109,917,856,940,992,948
ENSG00000153944,10828,8256,8044,8747,9637,8581
ENSG00000153956,0,0,0,0,0,0
ENSG00000153975,540,438,472,416,465,468
ENSG00000153976,5,4,4,7,7,6
ENSG00000153982,52,48,52,61,74,77
ENSG00000153989,2201,1767,1799,1907,2143,1939
ENSG00000153993,0,0,0,0,0,0
ENSG00000154001,2453,2128,2131,2110,2436,2200
ENSG00000154007,0,0,0,0,0,0
ENSG00000154016,0,0,0,0,1,0
ENSG00000154025,1,0,0,0,2,1
ENSG00000154027,0,0,1,0,1,0
ENSG00000154040,91,58,76,92,100,107
ENSG00000154059,907,698,629,679,830,736
ENSG00000154065,5,4,3,5,7,7
ENSG00000154079,205,166,158,135,189,163
ENSG00000154080,0,0,0,0,0,0
ENSG00000154096,0,0,0,0,0,0
ENSG00000154099,42,26,26,16,32,44
ENSG00000154102,629,472,513,479,585,493
ENSG00000154114,473,340,378,383,417,408
ENSG00000154118,154,121,121,146,133,141
ENSG00000154122,1319,975,1041,1106,1228,1105
ENSG00000154124,1130,828,896,888,1076,956
ENSG00000154127,32,20,44,39,42,31
ENSG00000154133,0,1,0,0,0,0
ENSG00000154134,49,33,41,44,44,39
ENSG00000154143,3,2,0,3,4,2
ENSG00000154144,581,464,525,459,569,496
ENSG00000154146,649,453,492,565,564,535
ENSG00000154153,842,657,722,664,717,742
ENSG00000154162,2,0,1,1,6,5
ENSG00000154165,0,0,0,0,0,0
ENSG00000154174,4246,3401,3313,3392,3696,3434
ENSG00000154175,9,4,4,2,3,1
ENSG00000154188,74,72,61,62,70,72
ENSG00000154217,620,503,486,511,582,495
ENSG00000154222,1372,1193,1166,1208,1405,1140
ENSG00000154227,0,0,0,1,0,1
ENSG00000154229,518,425,430,480,492,419
ENSG00000154237,43,38,43,47,48,44
ENSG00000154240,222,176,176,214,239,256
ENSG00000154252,1,1,0,0,0,0
ENSG00000154258,0,0,0,1,0,0
ENSG00000154262,0,0,0,0,0,0
ENSG00000154263,1,2,0,0,4,1
ENSG00000154265,2958,2515,2376,2353,2936,2601
ENSG00000154269,3,1,4,2,0,0
ENSG00000154274,324,269,212,238,287,208
ENSG00000154277,22,19,16,26,29,14
ENSG00000154305,2200,1865,1777,1772,2059,1884
ENSG00000154309,134,111,111,102,105,101
ENSG00000154310,772,615,684,632,727,678
ENSG00000154319,32,24,19,28,36,16
ENSG00000154328,534,424,428,374,503,379
ENSG00000154330,113,137,113,89,108,124
ENSG00000154342,54,22,33,50,57,40
ENSG00000154358,401,287,360,342,403,377
ENSG00000154359,652,483,515,542,614,594
ENSG00000154370,845,675,719,691,878,678
ENSG00000154380,3459,2857,2888,2790,3157,2952
ENSG00000154415,0,0,0,0,0,0
ENSG00000154429,343,314,316,249,317,301
ENSG00000154438,0,0,0,0,0,0
ENSG00000154447,539,441,437,396,510,498
ENSG00000154451,0,0,0,0,1,0
ENSG00000154473,7770,6612,6696,6261,7371,6720
ENSG00000154478,0,0,0,0,0,0
ENSG00000154479,3,1,5,2,2,0
ENSG00000154485,0,0,2,1,0,0
ENSG00000154493,0,0,0,0,0,0
ENSG00000154511,464,400,410,366,407,377
ENSG00000154518,8508,6738,6698,6904,7944,6802
ENSG00000154529,6,3,3,5,5,4
ENSG00000154545,0,0,0,0,0,0
ENSG00000154548,1,0,1,0,0,0
ENSG00000154553,103,70,60,80,98,75
ENSG00000154556,0,1,0,1,0,0
ENSG00000154582,1178,947,900,939,1202,940
ENSG00000154589,0,0,2,0,0,0
ENSG00000154611,0,0,0,0,0,0
ENSG00000154620,0,0,0,0,0,0
ENSG00000154639,27,18,38,33,29,39
ENSG00000154640,2,4,4,1,3,6
ENSG00000154642,341,284,286,321,340,254
ENSG00000154645,0,0,0,0,0,0
ENSG00000154646,1,2,0,3,1,1
ENSG00000154654,2068,1594,1730,1829,1960,1791
ENSG00000154655,0,0,0,1,0,0
ENSG00000154678,29,19,16,21,22,19
ENSG00000154710,118,106,103,104,110,113
ENSG00000154719,753,609,607,600,676,602
ENSG00000154721,14,8,5,6,7,6
ENSG00000154723,1273,1153,1014,1045,1217,1064
ENSG00000154727,682,592,561,567,653,639
ENSG00000154734,141,103,93,95,128,94
ENSG00000154736,0,0,0,0,0,0
ENSG00000154743,725,616,560,611,670,558
ENSG00000154760,0,1,0,0,0,0
ENSG00000154764,0,0,0,0,0,0
ENSG00000154767,1396,1058,1158,1229,1286,1059
ENSG00000154781,690,563,553,578,640,569
ENSG00000154783,28,16,14,11,30,13
ENSG00000154803,455,365,407,333,389,373
ENSG00000154813,788,649,619,632,701,579
ENSG00000154814,803,593,626,679,765,625
ENSG00000154822,1,0,1,3,0,2
ENSG00000154832,566,435,426,395,483,398
ENSG00000154839,294,220,223,230,262,250
ENSG00000154845,2615,2070,2201,2118,2496,2200
ENSG00000154856,9,3,3,2,5,7
ENSG00000154864,0,0,0,0,0,0
ENSG00000154889,738,560,536,587,643,565
ENSG00000154914,451,332,369,322,357,318
ENSG00000154917,47,35,44,25,48,29
ENSG00000154920,545,428,416,423,503,454
ENSG00000154928,3,2,1,3,6,1
ENSG00000154930,1957,1492,1670,1618,1850,1762
ENSG00000154945,1348,1031,1122,1096,1278,1048
ENSG00000154957,121,111,116,114,134,112
ENSG00000154975,0,0,0,0,0,0
ENSG00000154978,2578,2226,2150,2072,2568,2272
ENSG00000154997,4,0,0,2,4,3
ENSG00000155008,800,634,630,647,770,671
ENSG00000155011,0,0,0,0,0,0
ENSG00000155016,24,18,20,35,24,30
ENSG00000155026,1,0,0,1,6,2
ENSG00000155034,856,636,702,655,706,598
ENSG00000155052,2,1,1,0,2,0
ENSG00000155066,2372,1694,2074,1897,2336,2038
ENSG00000155085,70,79,80,56,89,73
ENSG00000155087,0,0,0,0,0,0
ENSG00000155090,1263,1082,1042,929,1003,936
ENSG00000155093,36,14,29,22,36,14
ENSG00000155096,6491,5093,4868,5275,5657,4955
ENSG00000155097,2058,1657,1631,1764,2029,1814
ENSG00000155099,186,147,145,166,191,158
ENSG00000155100,855,660,627,720,803,714
ENSG00000155111,889,699,710,703,917,935
ENSG00000155115,1529,1346,1197,1189,1464,1160
ENSG00000155158,245,216,195,197,258,232
ENSG00000155189,1268,1060,989,1040,1244,1015
ENSG00000155229,2095,1630,1701,1668,1959,1767
ENSG00000155249,0,0,0,0,0,0
ENSG00000155252,688,522,526,519,556,524
ENSG00000155254,915,743,889,760,905,825
ENSG00000155256,1254,863,940,975,1244,991
ENSG00000155265,317,203,232,184,289,248
ENSG00000155269,4,4,11,12,6,7
ENSG00000155275,290,196,209,194,203,179
ENSG00000155287,604,491,490,384,526,412
ENSG00000155304,1119,921,993,908,1086,1088
ENSG00000155307,0,0,0,0,0,0
ENSG00000155313,553,487,433,430,504,504
ENSG00000155324,242,231,185,220,281,260
ENSG00000155329,400,344,330,321,359,270
ENSG00000155330,406,350,374,344,370,374
ENSG00000155363,6895,5573,6110,5819,7044,6073
ENSG00000155366,6370,4933,5286,4966,5932,5323
ENSG00000155367,728,533,618,548,663,616
ENSG00000155368,4874,4007,4121,3758,4623,4133
ENSG00000155380,3205,2503,2464,2566,3011,2667
ENSG00000155393,652,530,527,555,674,575
ENSG00000155428,5,2,1,4,5,0
ENSG00000155438,1210,930,920,943,1109,833
ENSG00000155463,4574,3599,3729,3705,4221,3674
ENSG00000155465,3,4,4,6,14,5
ENSG00000155495,0,0,1,0,1,0
ENSG00000155506,9136,7382,7269,7415,8567,7438
ENSG00000155508,1276,1033,1077,1135,1223,1182
ENSG00000155511,2,0,0,0,0,0
ENSG00000155530,4,2,3,5,3,2
ENSG00000155542,228,219,199,177,209,159
ENSG00000155545,985,846,805,838,874,803
ENSG00000155561,7444,5923,6177,5963,6948,6128
ENSG00000155592,220,193,198,218,237,216
ENSG00000155621,270,211,189,217,214,239
ENSG00000155622,0,0,0,0,2,0
ENSG00000155629,18,5,17,9,19,6
ENSG00000155636,472,384,359,400,488,369
ENSG00000155657,248,200,182,208,228,220
ENSG00000155659,0,0,0,0,0,0
ENSG00000155660,15279,12530,13524,12875,14868,13987
ENSG00000155666,288,230,277,219,267,247
ENSG00000155714,0,1,2,0,4,0
